key linkValue linkUp
3670 32712 50566
3791 32701 50651
4000 32690 50634
4088 32679 50668
4121 32668 50685
4242 32657 50719
4363 32646 50736
4484 32635 50753
4880 32624 50702
5056 32613 50787
5177 32602 50804
5210 32591 50770
5298 32580 50821
5331 32569 50838
5452 32558 50872
5573 32547 50889
5694 32536 50906
6024 32525 50855
6145 32514 50940
6266 32503 50957
6387 32492 50974
6420 32481 50923
6541 32470 51008
41 33353 0
706 33344 51042
827 33335 51053
948 33326 51069
1097 33316 0
1130 33306 51085
1251 33296 51114
1372 33286 51131
1493 33276 51148
2065 33266 51101
2186 33256 51182
2340 33246 51165
2461 33236 51216
2582 33226 51233
3033 33216 51199
3154 33206 51267
3275 33195 51284
3396 33184 51301
3550 33173 51250
3671 33162 51335
3792 33151 51352
4001 33140 51318
4089 33129 51369
4122 33118 51386
4243 33107 51420
4364 33096 51437
4485 33085 51454
4760 33074 51403
4881 33063 51488
5057 33052 51505
5178 33041 51522
5211 33030 51471
5299 33019 51539
5332 33008 51556
5453 32997 51590
5574 32986 51607
5695 32975 51624
5970 32964 51573
6025 32953 51658
6146 32942 51675
6267 32931 51692
6300 32920 51641
6388 32909 51709
6421 32898 51726
6542 32887 51760
42 33867 0
707 33858 51794
828 33849 51805
949 33840 51821
1010 33830 51837
1098 33820 0
1131 33810 51853
1252 33800 51883
1373 33790 51900
1494 33780 51917
1890 33770 51870
2066 33760 51951
2187 33750 51968
2220 33740 51934
2341 33730 52002
2462 33720 52019
2583 33710 52036
3034 33700 51985
3155 33690 52070
3276 33679 52087
3397 33668 52104
3430 33657 52053
3551 33646 52138
3672 33635 52155
3793 33624 52172
4002 33613 52121
4123 33602 52206
4244 33591 52223
4365 33580 52240
4486 33569 52257
4640 33558 52189
4761 33547 52291
4882 33536 52308
5058 33525 52325
5179 33514 52342
5212 33503 52274
5333 33492 52376
5454 33481 52393
5575 33470 52410
5696 33459 52427
5850 33448 52359
5971 33437 52461
6026 33426 52478
6147 33415 52495
6268 33404 52512
6301 33393 52444
6389 33382 52529
6422 33371 52546
6543 33360 52580
43 34413 0
708 34404 52614
829 34395 52625
1011 34385 52641
1099 34375 0
1132 34365 52657
1253 34355 52687
1374 34345 52704
1495 34335 52721
1770 34325 52674
1891 34315 52755
2067 34305 52772
2100 34295 52738
2188 34285 52789
2221 34275 52806
2342 34265 52840
2463 34255 52857
2584 34245 52874
2980 34235 52823
3035 34225 52908
3156 34215 52925
3277 34204 52942
3310 34193 52891
3398 34182 52959
3431 34171 52976
3552 34160 53010
3673 34149 53027
3794 34138 53044
4003 34127 52993
4124 34116 53078
4245 34105 53095
4366 34094 53112
4487 34083 53129
4520 34072 53061
4641 34061 53163
4762 34050 53180
4883 34039 53197
5059 34028 53214
5213 34017 53146
5334 34006 53248
5455 33995 53265
5576 33984 53282
5697 33973 53299
5730 33962 53231
5851 33951 53333
5972 33940 53350
6027 33929 53367
6148 33918 53384
6269 33907 53401
6302 33896 53316
6423 33885 53435
6544 33874 53452
44 34960 0
709 34951 53486
1012 34941 53497
1133 34931 53513
1254 34921 53530
1375 34911 53547
1496 34901 53564
1650 34891 0
1771 34881 53598
1892 34871 53611
2068 34861 53628
2101 34851 53581
2189 34841 53645
2222 34831 53662
2343 34821 53696
2464 34811 53713
2585 34801 53730
2860 34791 53679
2981 34781 53764
3036 34771 53781
3157 34761 53798
3278 34750 53815
3311 34739 53747
3399 34728 53832
3432 34717 53849
3553 34706 53883
3674 34695 53900
3795 34684 53917
4004 34673 53866
4125 34662 53951
4246 34651 53968
4367 34640 53985
4400 34629 53934
4488 34618 54002
4521 34607 54019
4642 34596 54053
4763 34585 54070
4884 34574 54087
5214 34563 54036
5335 34552 54121
5456 34541 54138
5577 34530 54155
5610 34519 54104
5698 34508 54172
5731 34497 54189
5852 34486 54223
5973 34475 54240
6028 34464 54257
6149 34453 54274
6303 34442 54206
6424 34431 54308
6545 34420 54325
45 35497 0
1013 35487 54359
1134 35477 54370
1255 35467 54387
1376 35457 54404
1497 35447 54421
1530 35437 0
1651 35427 54455
1772 35417 54468
1893 35407 54485
2069 35397 54502
2102 35387 54438
2223 35377 54536
2344 35367 54553
2465 35357 54570
2586 35347 54587
2740 35337 54519
2861 35327 54621
2982 35317 54638
3037 35307 54655
3158 35297 54672
3279 35286 54689
3312 35275 54604
3433 35264 54723
3554 35253 54740
3675 35242 54757
3796 35231 54774
3950 35220 54706
4005 35209 54808
4126 35198 54825
4247 35187 54842
4368 35176 54859
4401 35165 54791
4489 35154 54876
4522 35143 54893
4643 35132 54927
4764 35121 54944
4885 35110 54961
5215 35099 54910
5336 35088 54995
5457 35077 55012
5578 35066 55029
5611 35055 54978
5699 35044 55046
5732 35033 55063
5853 35022 55097
5974 35011 55114
6029 35000 55131
6304 34989 55080
6425 34978 55165
6546 34967 55182
46 36011 0
1014 36001 55216
1135 35991 55227
1256 35981 55244
1377 35971 55261
1410 35961 0
1498 35951 55278
1531 35941 55295
1652 35931 55325
1773 35921 55342
1894 35911 55359
2103 35901 55308
2224 35891 55393
2345 35881 55410
2466 35871 55427
2587 35861 55444
2620 35851 55376
2741 35841 55478
2862 35831 55495
2983 35821 55512
3038 35811 55529
3159 35801 55546
3313 35790 55461
3434 35779 55580
3555 35768 55597
3676 35757 55614
3797 35746 55631
3830 35735 55563
3951 35724 55665
4006 35713 55682
4127 35702 55699
4248 35691 55716
4369 35680 55733
4402 35669 55648
4523 35658 55767
4644 35647 55784
4765 35636 55801
4886 35625 55818
5216 35614 55750
5337 35603 55852
5458 35592 55869
5579 35581 55886
5612 35570 55835
5733 35559 55920
5854 35548 55937
5975 35537 55954
6305 35526 55903
6426 35515 55988
6547 35504 56005
47 36525 0
1015 36515 56039
1136 36505 56050
1257 36495 56067
1378 36485 56084
1411 36475 0
1499 36465 56101
1532 36455 56118
1653 36445 56148
1774 36435 56165
1895 36425 56182
2104 36415 56131
2225 36405 56216
2346 36395 56233
2467 36385 56250
2500 36375 56199
2588 36365 56267
2621 36355 56284
2742 36345 56318
2863 36335 56335
2984 36325 56352
3039 36315 56369
3314 36304 56301
3435 36293 56403
3556 36282 56420
3677 36271 56437
3710 36260 56386
3798 36249 56454
3831 36238 56471
3952 36227 56505
4007 36216 56522
4128 36205 56539
4249 36194 56556
4403 36183 56488
4524 36172 56590
4645 36161 56607
4766 36150 56624
4887 36139 56641
4920 36128 56573
5217 36117 56675
5338 36106 56692
5459 36095 56709
5613 36084 56658
5734 36073 56743
5855 36062 56760
5976 36051 56777
6306 36040 56726
6427 36029 56811
6548 36018 56828
48 37008 0
1016 36998 56862
1137 36988 56873
1258 36978 56890
1379 36968 56907
1412 36958 0
1533 36948 56941
1654 36938 56954
1775 36928 56971
1896 36918 56988
2105 36908 56924
2226 36898 57022
2347 36888 57039
2468 36878 57056
2501 36868 57005
2589 36858 57073
2622 36848 57090
2743 36838 57124
2864 36828 57141
2985 36818 57158
3315 36807 57107
3436 36796 57192
3557 36785 57209
3678 36774 57226
3711 36763 57175
3799 36752 57243
3832 36741 57260
3953 36730 57294
4008 36719 57311
4129 36708 57328
4404 36697 57277
4525 36686 57362
4646 36675 57379
4767 36664 57396
4800 36653 57345
4888 36642 57413
4921 36631 57430
5218 36620 57464
5339 36609 57481
5614 36598 57447
5735 36587 57515
5856 36576 57532
5977 36565 57549
6307 36554 57498
6428 36543 57583
6549 36532 57600
49 37437 0
1017 37427 57634
1138 37417 57645
1259 37407 57662
1413 37397 0
1534 37387 57696
1655 37377 57709
1776 37367 57726
1897 37357 57743
1930 37347 57679
2106 37337 57777
2227 37327 57794
2348 37317 57811
2469 37307 57828
2502 37297 57760
2623 37287 57862
2744 37277 57879
2865 37267 57896
2986 37257 57913
3316 37246 57845
3437 37235 57947
3558 37224 57964
3679 37213 57981
3712 37202 57930
3833 37191 58015
3954 37180 58032
4009 37169 58049
4405 37158 57998
4526 37147 58083
4647 37136 58100
4768 37125 58117
4801 37114 58066
4889 37103 58134
4922 37092 58151
5219 37081 58185
5615 37070 58168
5736 37059 58219
5857 37048 58236
5978 37037 58253
6308 37026 58202
6429 37015 58287
1018 37791 0
1139 37781 58321
1414 37771 0
1535 37761 58351
1656 37751 58364
1777 37741 58381
1810 37731 58334
1898 37721 58398
1931 37711 58415
2107 37701 58449
2228 37691 58466
2349 37681 58483
2503 37671 58432
2624 37661 58517
2745 37651 58534
2866 37641 58551
2987 37631 58568
3317 37620 58500
3438 37609 58602
3559 37598 58619
3713 37587 58585
3834 37576 58653
3955 37565 58670
4406 37554 58636
4527 37543 58704
4648 37532 58721
4769 37521 58738
4802 37510 58687
4923 37499 58772
5616 37488 58755
5737 37477 58806
5858 37466 58823
5979 37455 58840
6309 37444 58789
1019 38094 0
1415 38084 0
1536 38074 58904
1657 38064 58917
1778 38054 58934
1811 38044 58891
1899 38034 58951
1932 38024 58968
2108 38014 59002
2229 38004 59019
2504 37994 58985
2625 37984 59053
2746 37974 59070
2867 37964 59087
2900 37954 59036
2988 37944 59104
3318 37933 59121
3439 37922 59155
3714 37911 59138
3835 37900 59189
3956 37889 59206
4407 37878 59172
4528 37867 59240
4649 37856 59257
4803 37845 59223
4924 37834 59291
5617 37823 59274
5738 37812 59325
5859 37801 59342
1416 38334 0
1537 38324 59376
1658 38314 59389
1779 38304 59406
1812 38294 0
1933 38284 59440
2109 38274 59453
2505 38264 59423
2626 38254 59487
2747 38244 59504
2868 38234 59521
2901 38224 59470
2989 38214 59538
3319 38203 59555
3715 38192 59572
3836 38181 59606
3957 38170 59623
4408 38159 59589
4529 38148 59657
4804 38137 59640
4925 38126 59691
5618 38115 59674
5739 38104 59725
1417 38511 0
1538 38501 59759
1659 38491 59772
1813 38481 0
1934 38471 59806
2506 38461 59789
2627 38451 59836
2748 38441 59853
2869 38431 59870
2902 38421 59819
3716 38410 59887
3837 38399 59921
3958 38388 59938
4409 38377 59904
4805 38366 59955
4926 38355 59989
5619 38344 59972
390 38656 0
1418 38646 0
1539 38636 60052
1814 38626 60040
1935 38616 60082
2507 38606 60065
2628 38596 60116
2749 38586 60133
2903 38576 60099
3717 38565 60150
3838 38554 60184
3959 38543 60201
4806 38532 60218
4927 38521 60235
270 38778 0
391 38769 60269
1419 38759 0
1815 38749 60281
1936 38739 60310
2508 38729 60297
2629 38719 60344
2904 38709 60327
3718 38698 60361
3839 38687 60395
4807 38676 60412
4928 38665 60429
150 38876 0
271 38868 60463
392 38859 60475
1816 38849 60491
1937 38839 60507
2509 38829 0
2905 38819 60524
3719 38808 60541
4808 38797 60571
4929 38786 60588
151 38942 0
272 38934 60622
393 38925 60634
1817 38915 60650
1938 38905 60666
2906 38895 60683
4809 38884 0
152 39006 0
273 38998 60730
394 38989 60742
790 38980 0
1818 38970 60758
1939 38960 60786
2907 38950 60803
153 39069 0
274 39061 60837
395 39052 60849
670 39043 0
791 39034 60881
1819 39024 60865
2908 39014 60909
154 39131 0
275 39123 60943
396 39114 60955
550 39105 0
671 39096 60987
792 39087 60999
2909 39077 60971
155 39192 0
276 39184 61048
397 39175 61060
430 39166 0
551 39157 61092
672 39148 61104
793 39139 61120
156 39261 0
277 39253 61152
310 39245 0
398 39236 61164
431 39227 61180
552 39218 61208
673 39209 61224
794 39200 61240
157 39341 0
278 39333 61272
311 39325 0
399 39316 61284
432 39307 61300
553 39298 61328
674 39289 61344
795 39280 61360
4090 39269 61312
158 39443 0
279 39435 61409
312 39427 0
433 39418 61437
554 39409 61449
675 39400 61465
796 39391 61481
950 39382 61421
4091 39371 61513
5180 39360 61529
6390 39349 61546
159 39568 0
313 39560 0
434 39551 61592
555 39542 61604
676 39533 61620
797 39524 61636
830 39515 61580
951 39506 61668
4092 39495 61684
5060 39484 61700
5181 39473 61717
6270 39462 61734
6391 39451 61751
314 39715 0
435 39706 61785
556 39697 61797
677 39688 61813
710 39679 0
798 39670 61829
831 39661 61845
952 39652 61873
2190 39642 61857
4093 39631 61889
5061 39620 61922
5182 39609 61939
6150 39598 61956
6271 39587 61973
6392 39576 61990
315 39905 0
436 39896 62024
557 39887 62036
678 39878 62052
711 39869 0
799 39860 62068
832 39851 62084
953 39842 62112
2070 39832 62096
2191 39822 62144
3280 39811 62161
4094 39800 62128
4490 39789 62178
5062 39778 62195
5183 39767 62229
6030 39756 62246
6151 39745 62263
6272 39734 62280
6393 39723 62297
316 40118 0
437 40109 62331
558 40100 62343
679 40091 62359
712 40082 0
833 40073 62391
954 40064 62403
2071 40054 62375
2192 40044 62435
3160 40034 62452
3281 40023 62469
4095 40012 62419
4370 40001 62486
4491 39990 62520
5063 39979 62503
5184 39968 62554
5580 39957 62537
6031 39946 62571
6152 39935 62605
6273 39924 62622
6394 39913 62639
317 40354 0
438 40345 62673
559 40336 62685
713 40327 0
834 40318 62717
955 40309 62729
2072 40299 62701
2193 40289 62761
3040 40279 62778
3161 40269 62795
3282 40258 62812
4096 40247 62745
4250 40236 62829
4371 40225 62863
4492 40214 62880
5064 40203 62846
5185 40192 62914
5460 40181 62897
5581 40170 62948
6032 40159 62931
6153 40148 62982
6274 40137 62999
6395 40126 63016
318 40635 0
439 40626 63050
714 40617 0
835 40608 63078
956 40599 63090
1380 40589 63106
2073 40579 63062
2194 40569 63139
2590 40559 63122
3041 40549 63156
3162 40539 63190
3283 40528 63207
4097 40517 63173
4130 40506 63224
4251 40495 63258
4372 40484 63275
4493 40473 63292
5065 40462 63241
5186 40451 63326
5340 40440 63309
5461 40429 63360
5582 40418 63377
6033 40407 63343
6154 40396 63411
6275 40385 63428
6396 40374 63445
6550 40363 63394
50 40992 0
319 40983 0
715 40974 63496
836 40965 63519
957 40956 63535
1260 40946 63551
1381 40936 63567
2074 40926 63507
2195 40916 63601
2470 40906 63584
2591 40896 63635
3042 40886 63618
3163 40875 63669
3284 40864 63686
3680 40853 63652
4010 40842 63703
4098 40831 63720
4131 40820 63737
4252 40809 63771
4373 40798 63788
4494 40787 63805
4890 40776 63754
5066 40765 63839
5187 40754 63856
5220 40743 63822
5341 40732 63890
5462 40721 63907
5583 40710 63924
6034 40699 63873
6155 40688 63958
6276 40677 63975
6397 40666 63992
6430 40655 63941
6551 40644 64026
51 41413 0
716 41404 64060
837 41395 64071
958 41386 64087
1140 41376 64103
1261 41366 64119
1382 41356 64136
2075 41346 0
2196 41336 64170
2350 41326 64153
2471 41316 64200
2592 41306 64217
3043 41296 64183
3164 41285 64251
3285 41274 64268
3560 41263 64234
3681 41252 64302
4011 41241 64285
4099 41230 64319
4132 41219 64336
4253 41208 64370
4374 41197 64387
4495 41186 64404
4770 41175 64353
4891 41164 64438
5067 41153 64455
5100 41142 64421
5188 41131 64472
5221 41120 64489
5342 41109 64523
5463 41098 64540
5584 41087 64557
5980 41076 64506
6035 41065 64591
6156 41054 64608
6277 41043 64625
6310 41032 64574
6398 41021 64642
6431 41010 64659
6552 40999 64693
52 41876 0
717 41867 64727
838 41858 64738
959 41849 64754
1020 41839 64770
1141 41829 64786
1262 41819 64803
1383 41809 64820
2076 41799 0
2197 41789 64854
2230 41779 64837
2351 41769 64884
2472 41759 64901
2593 41749 64918
3044 41739 64867
3165 41728 64952
3286 41717 64969
3440 41706 64935
3561 41695 65003
3682 41684 65020
4012 41673 64986
4133 41662 65054
4254 41651 65071
4375 41640 65088
4496 41629 65105
4650 41618 65037
4771 41607 65139
4892 41596 65156
5068 41585 65173
5101 41574 65122
5189 41563 65190
5222 41552 65207
5343 41541 65241
5464 41530 65258
5585 41519 65275
5860 41508 65224
5981 41497 65309
6036 41486 65326
6157 41475 65343
6278 41464 65360
6311 41453 65292
6399 41442 65377
6432 41431 65394
6553 41420 65428
53 42371 0
718 42362 65462
839 42353 65473
1021 42343 65489
1142 42333 65505
1263 42323 65522
1384 42313 65539
1780 42303 0
2077 42293 65573
2110 42283 65556
2198 42273 65586
2231 42263 65603
2352 42253 65637
2473 42243 65654
2594 42233 65671
2990 42223 65620
3045 42213 65705
3166 42202 65722
3287 42191 65739
3320 42180 65688
3441 42169 65773
3562 42158 65790
3683 42147 65807
4013 42136 65756
4134 42125 65841
4255 42114 65858
4376 42103 65875
4497 42092 65892
4530 42081 65824
4651 42070 65926
4772 42059 65943
4893 42048 65960
5069 42037 65977
5102 42026 65909
5223 42015 66011
5344 42004 66028
5465 41993 66045
5586 41982 66062
5740 41971 65994
5861 41960 66096
5982 41949 66113
6037 41938 66130
6158 41927 66147
6279 41916 66164
6312 41905 66079
6433 41894 66198
6554 41883 66215
54 42888 0
719 42879 66249
1022 42869 66260
1143 42859 66276
1264 42849 66293
1385 42839 66310
1660 42829 0
1781 42819 66344
2078 42809 66357
2111 42799 66327
2199 42789 66374
2232 42779 66391
2353 42769 66425
2474 42759 66442
2595 42749 66459
2870 42739 66408
2991 42729 66493
3046 42719 66510
3167 42708 66527
3200 42697 66476
3288 42686 66544
3321 42675 66561
3442 42664 66595
3563 42653 66612
3684 42642 66629
4014 42631 66578
4135 42620 66663
4256 42609 66680
4377 42598 66697
4410 42587 66646
4498 42576 66714
4531 42565 66731
4652 42554 66765
4773 42543 66782
4894 42532 66799
5103 42521 66748
5224 42510 66833
5345 42499 66850
5466 42488 66867
5587 42477 66884
5620 42466 66816
5741 42455 66918
5862 42444 66935
5983 42433 66952
6038 42422 66969
6159 42411 66986
6313 42400 66901
6434 42389 67020
6555 42378 67037
55 43417 0
1023 43407 67071
1144 43397 67082
1265 43387 67099
1386 43377 67116
1540 43367 0
1661 43357 67150
1782 43347 67163
2079 43337 67180
2112 43327 67133
2233 43317 67214
2354 43307 67231
2475 43297 67248
2596 43287 67265
2750 43277 67197
2871 43267 67299
2992 43257 67316
3047 43247 67333
3168 43236 67350
3201 43225 67282
3289 43214 67367
3322 43203 67384
3443 43192 67418
3564 43181 67435
3685 43170 67452
3960 43159 67401
4015 43148 67486
4136 43137 67503
4257 43126 67520
4378 43115 67537
4411 43104 67469
4499 43093 67554
4532 43082 67571
4653 43071 67605
4774 43060 67622
4895 43049 67639
5104 43038 67588
5225 43027 67673
5346 43016 67690
5467 43005 67707
5500 42994 67656
5588 42983 67724
5621 42972 67741
5742 42961 67775
5863 42950 67792
5984 42939 67809
6039 42928 67826
6314 42917 67758
6435 42906 67860
6556 42895 67877
56 43934 0
1024 43924 67911
1145 43914 67922
1266 43904 67939
1387 43894 67956
1420 43884 0
1541 43874 67990
1662 43864 68003
1783 43854 68020
2113 43844 67973
2234 43834 68054
2355 43824 68071
2476 43814 68088
2597 43804 68105
2630 43794 68037
2751 43784 68139
2872 43774 68156
2993 43764 68173
3048 43754 68190
3169 43743 68207
3202 43732 68122
3323 43721 68241
3444 43710 68258
3565 43699 68275
3686 43688 68292
3840 43677 68224
3961 43666 68326
4016 43655 68343
4137 43644 68360
4258 43633 68377
4379 43622 68394
4412 43611 68309
4533 43600 68428
4654 43589 68445
4775 43578 68462
4896 43567 68479
5105 43556 68411
5226 43545 68513
5347 43534 68530
5468 43523 68547
5501 43512 68496
5589 43501 68564
5622 43490 68581
5743 43479 68615
5864 43468 68632
5985 43457 68649
6315 43446 68598
6436 43435 68683
6557 43424 68700
57 44460 0
1025 44450 68734
1146 44440 68745
1267 44430 68762
1300 44420 0
1388 44410 68779
1421 44400 68796
1542 44390 68826
1663 44380 68843
1784 44370 68860
2114 44360 68809
2235 44350 68894
2356 44340 68911
2477 44330 68928
2510 44320 68877
2598 44310 68945
2631 44300 68962
2752 44290 68996
2873 44280 69013
2994 44270 69030
3049 44260 69047
3203 44249 68979
3324 44238 69081
3445 44227 69098
3566 44216 69115
3687 44205 69132
3720 44194 69064
3841 44183 69166
3962 44172 69183
4017 44161 69200
4138 44150 69217
4259 44139 69234
4413 44128 69149
4534 44117 69268
4655 44106 69285
4776 44095 69302
4897 44084 69319
4930 44073 69251
5106 44062 69353
5227 44051 69370
5348 44040 69387
5469 44029 69404
5502 44018 69336
5623 44007 69438
5744 43996 69455
5865 43985 69472
5986 43974 69489
6316 43963 69421
6437 43952 69523
6558 43941 69540
58 44976 0
1026 44966 69574
1147 44956 69585
1268 44946 69602
1301 44936 0
1389 44926 69619
1422 44916 69636
1543 44906 69666
1664 44896 69683
1785 44886 69700
2115 44876 69649
2236 44866 69734
2357 44856 69751
2478 44846 69768
2511 44836 69717
2599 44826 69785
2632 44816 69802
2753 44806 69836
2874 44796 69853
2995 44786 69870
3204 44775 69819
3325 44764 69904
3446 44753 69921
3567 44742 69938
3600 44731 69887
3688 44720 69955
3721 44709 69972
3842 44698 70006
3963 44687 70023
4018 44676 70040
4139 44665 70057
4414 44654 69989
4535 44643 70091
4656 44632 70108
4777 44621 70125
4810 44610 70074
4898 44599 70142
4931 44588 70159
5107 44577 70193
5228 44566 70210
5349 44555 70227
5503 44544 70176
5624 44533 70261
5745 44522 70278
5866 44511 70295
5987 44500 70312
6317 44489 70244
6438 44478 70346
6559 44467 70363
59 45460 0
1027 45450 70397
1148 45440 70408
1269 45430 70425
1302 45420 0
1423 45410 70459
1544 45400 70472
1665 45390 70489
1786 45380 70506
1940 45370 70442
2116 45360 70540
2237 45350 70557
2358 45340 70574
2479 45330 70591
2512 45320 70523
2633 45310 70625
2754 45300 70642
2875 45290 70659
2996 45280 70676
3205 45269 70608
3326 45258 70710
3447 45247 70727
3568 45236 70744
3601 45225 70693
3689 45214 70761
3722 45203 70778
3843 45192 70812
3964 45181 70829
4019 45170 70846
4415 45159 70795
4536 45148 70880
4657 45137 70897
4778 45126 70914
4811 45115 70863
4899 45104 70931
4932 45093 70948
5108 45082 70982
5229 45071 70999
5504 45060 70965
5625 45049 71033
5746 45038 71050
5867 45027 71067
5900 45016 71016
5988 45005 71084
6318 44994 71101
6439 44983 71135
1028 45869 0
1149 45859 71169
1303 45849 0
1424 45839 71199
1545 45829 71212
1666 45819 71229
1787 45809 71246
1820 45799 71182
1941 45789 71280
2117 45779 71297
2238 45769 71314
2359 45759 71331
2513 45749 71263
2634 45739 71365
2755 45729 71382
2876 45719 71399
2997 45709 71416
3206 45698 71348
3327 45687 71450
3448 45676 71467
3569 45665 71484
3602 45654 71433
3723 45643 71518
3844 45632 71535
3965 45621 71552
4416 45610 71501
4537 45599 71586
4658 45588 71603
4779 45577 71620
4812 45566 71569
4933 45555 71654
5109 45544 71671
5505 45533 71637
5626 45522 71705
5747 45511 71722
5868 45500 71739
5901 45489 71688
5989 45478 71756
6319 45467 71773
1029 46226 0
1304 46216 0
1425 46206 71837
1546 46196 71850
1667 46186 71867
1700 46176 71824
1788 46166 71884
1821 46156 71901
1942 46146 71935
2118 46136 71952
2239 46126 71969
2514 46116 71918
2635 46106 72003
2756 46096 72020
2877 46086 72037
2910 46076 71986
2998 46066 72054
3207 46055 72071
3328 46044 72105
3449 46033 72122
3603 46022 72088
3724 46011 72156
3845 46000 72173
3966 45989 72190
4417 45978 72139
4538 45967 72224
4659 45956 72241
4813 45945 72207
4934 45934 72275
5506 45923 72258
5627 45912 72309
5748 45901 72326
5869 45890 72343
5902 45879 72292
1305 46530 0
1426 46520 72394
1547 46510 72407
1668 46500 72424
1701 46490 0
1789 46480 72441
1822 46470 72458
1943 46460 72488
2119 46450 72505
2515 46440 72471
2636 46430 72539
2757 46420 72556
2878 46410 72573
2911 46400 72522
2999 46390 72590
3208 46379 72607
3329 46368 72641
3604 46357 72624
3725 46346 72675
3846 46335 72692
3967 46324 72709
4418 46313 72658
4539 46302 72743
4814 46291 72726
4935 46280 72777
5507 46269 72760
5628 46258 72811
5749 46247 72828
5903 46236 72794
1306 46771 0
1427 46761 72879
1548 46751 72892
1669 46741 72909
1702 46731 0
1823 46721 72943
1944 46711 72956
2516 46701 72926
2637 46691 72990
2758 46681 73007
2879 46671 73024
2912 46661 72973
3209 46650 73058
3605 46639 73041
3726 46628 73092
3847 46617 73109
3968 46606 73126
4419 46595 73075
4815 46584 73143
4936 46573 73177
5508 46562 73160
5629 46551 73211
5904 46540 73194
1307 46959 0
1428 46949 73262
1549 46939 73275
1703 46929 0
1824 46919 73309
1945 46909 73322
2517 46899 73292
2638 46889 73356
2759 46879 73373
2913 46869 73339
3606 46858 73390
3727 46847 73424
3848 46836 73441
3969 46825 73458
4816 46814 73475
4937 46803 73492
5509 46792 73407
5905 46781 73509
280 47115 0
1308 47105 0
1429 47095 73572
1704 47085 73560
1825 47075 73602
1946 47065 73619
2518 47055 73585
2639 47045 73653
2914 47035 73636
3607 47024 73670
3728 47013 73704
3849 47002 73721
4817 46991 73738
4938 46980 73755
5906 46969 73772
160 47246 0
281 47238 73806
1309 47228 0
1705 47218 73818
1826 47208 73847
1947 47198 73864
2519 47188 73834
2915 47178 73881
3608 47167 73898
3729 47156 73932
4818 47145 73949
4939 47134 73966
5907 47123 73983
161 47335 0
282 47327 74017
1706 47317 74029
1827 47307 74045
1948 47297 74062
2916 47287 74079
3609 47276 0
4819 47265 74113
5908 47254 74126
162 47402 0
283 47394 74160
1707 47384 74172
1828 47374 74188
1949 47364 74205
2917 47354 74222
5909 47343 0
163 47457 0
284 47449 74269
680 47440 0
1708 47430 74281
1829 47420 74309
2918 47410 74326
164 47511 0
285 47503 74360
560 47494 0
681 47485 74388
1709 47475 74372
2919 47465 74416
165 47554 0
286 47546 74450
440 47537 0
561 47528 74478
682 47519 74490
166 47606 0
287 47598 74522
320 47589 0
441 47580 74550
562 47571 74562
683 47562 74578
167 47666 0
200 47658 0
288 47650 74610
321 47641 74622
442 47632 74650
563 47623 74666
684 47614 74682
168 47746 0
201 47738 0
289 47730 74714
322 47721 74726
443 47712 74754
564 47703 74770
685 47694 74786
960 47685 74738
5190 47674 74818
169 47849 0
202 47841 0
323 47832 74863
444 47823 74875
565 47814 74891
686 47805 74907
840 47796 74851
961 47787 74939
5070 47776 74955
5191 47765 74971
6280 47754 74988
203 47964 0
324 47955 75022
445 47946 75034
566 47937 75050
687 47928 75066
720 47919 0
841 47910 75098
962 47901 75110
5071 47890 75126
5192 47879 75142
6160 47868 75159
6281 47857 75176
204 48120 0
325 48111 75210
446 48102 75222
567 48093 75238
600 48084 0
688 48075 75254
721 48066 75270
842 48057 75298
963 48048 75314
2080 48038 75282
3290 48027 75346
5072 48016 75330
5193 48005 75380
6040 47994 75397
6161 47983 75414
6282 47972 75431
205 48309 0
326 48300 75465
447 48291 75477
568 48282 75493
601 48273 0
689 48264 75509
722 48255 75525
843 48246 75553
964 48237 75569
2081 48227 75537
3170 48216 75601
3291 48205 75618
4380 48194 75635
5073 48183 75585
5194 48172 75669
5590 48161 75652
6041 48150 75686
6162 48139 75720
6283 48128 75737
206 48521 0
327 48512 75771
448 48503 75783
569 48494 75799
602 48485 0
723 48476 75831
844 48467 75843
965 48458 75859
2082 48448 75815
3050 48438 75891
3171 48427 75908
3292 48416 75925
4260 48405 75942
4381 48394 75959
5074 48383 75875
5195 48372 75993
5470 48361 75976
5591 48350 76027
6042 48339 76010
6163 48328 76061
6284 48317 76078
207 48767 0
328 48758 76112
449 48749 76124
603 48740 0
724 48731 76156
845 48722 76168
966 48713 76184
1390 48703 76200
2083 48693 76140
3051 48683 76233
3172 48672 76250
3293 48661 76267
4140 48650 76284
4261 48639 76301
4382 48628 76318
5075 48617 76216
5196 48606 76352
5350 48595 76335
5471 48584 76386
5592 48573 76403
6043 48562 76369
6164 48551 76437
6285 48540 76454
6560 48529 76420
60 49076 0
208 49068 0
329 49059 76516
604 49050 76505
725 49041 76544
846 49032 76560
967 49023 76576
1270 49013 76592
1391 49003 76608
2084 48993 76528
2480 48983 76625
3052 48973 76642
3173 48962 76676
3294 48951 76693
3690 48940 76659
4020 48929 76710
4141 48918 76744
4262 48907 76761
4383 48896 76778
5076 48885 76727
5197 48874 76812
5230 48863 76795
5351 48852 76846
5472 48841 76863
5593 48830 76880
6044 48819 76829
6165 48808 76914
6286 48797 76931
6440 48786 76897
6561 48775 76965
