key linkValue linkUp
4040 65535 103505
4161 65524 103523
4282 65513 103541
5096 65502 103469
5250 65491 103559
5371 65480 103595
5492 65469 103613
6064 65458 103577
6185 65447 103649
6460 65436 103631
6581 65425 103685
81 65929 0
108 65921 0
229 65913 103732
504 65904 103721
625 65895 103761
746 65886 103778
867 65877 103795
900 65868 103744
988 65859 103812
1170 65849 103846
1291 65839 103863
2380 65829 103881
3073 65819 103829
3194 65808 103917
3590 65797 103899
4041 65786 103935
4162 65775 103971
4283 65764 103989
5097 65753 103953
5130 65742 104007
5251 65731 104043
5372 65720 104061
5493 65709 104079
6065 65698 104025
6186 65687 104115
6340 65676 104097
6461 65665 104151
6582 65654 104169
82 66278 0
109 66270 0
505 66261 104205
626 66252 104228
747 66243 104245
868 66234 104262
901 66225 104216
989 66216 104279
1050 66206 104313
1171 66196 104330
1292 66186 104348
2260 66176 104366
2381 66166 104384
3074 66156 104296
3195 66145 104420
3470 66134 104402
3591 66123 104456
4042 66112 104438
4163 66101 104492
4284 66090 104510
4680 66079 104474
5010 66068 104528
5098 66057 104546
5131 66046 104564
5252 66035 104600
5373 66024 104618
5494 66013 104636
5890 66002 104582
6066 65991 104672
6187 65980 104690
6220 65969 104654
6341 65958 104726
6462 65947 104744
6583 65936 104762
83 66664 0
506 66655 104798
627 66646 104809
748 66637 104826
869 66628 104843
902 66619 0
1051 66609 104860
1172 66599 104889
1293 66589 104907
2140 66579 104925
2261 66569 104943
2382 66559 104961
3075 66549 104877
3196 66538 104997
3350 66527 104979
3471 66516 105033
3592 66505 105051
4043 66494 105015
4164 66483 105087
4285 66472 105105
4560 66461 105069
4681 66450 105141
5011 66439 105123
5099 66428 105159
5132 66417 105177
5253 66406 105213
5374 66395 105231
5495 66384 105249
5770 66373 105195
5891 66362 105285
6067 66351 105303
6100 66340 105267
6188 66329 105321
6221 66318 105339
6342 66307 105375
6463 66296 105393
6584 66285 105411
84 67083 0
507 67074 105447
628 67065 105458
749 67056 105475
903 67047 0
1052 67037 105492
1173 67027 105521
1294 67017 105539
1690 67007 105509
2020 66997 105557
2141 66987 105593
2262 66977 105611
2383 66967 105629
3076 66957 105575
3197 66946 105665
3230 66935 105647
3351 66924 105701
3472 66913 105719
3593 66902 105737
4044 66891 105683
4165 66880 105773
4286 66869 105791
4440 66858 105755
4561 66847 105827
4682 66836 105845
5012 66825 105809
5133 66814 105881
5254 66803 105899
5375 66792 105917
5496 66781 105935
5650 66770 105863
5771 66759 105971
5892 66748 105989
6068 66737 106007
6101 66726 105953
6189 66715 106025
6222 66704 106043
6343 66693 106079
6464 66682 106097
6585 66671 106115
85 67545 0
508 67536 106151
629 67527 106162
904 67518 0
1053 67508 106179
1174 67498 106208
1295 67488 106226
1570 67478 106196
1691 67468 106262
2021 67458 106244
2142 67448 106298
2263 67438 106316
2384 67428 106334
2780 67418 106280
3077 67408 106370
3110 67398 106352
3198 67387 106388
3231 67376 106406
3352 67365 106442
3473 67354 106460
3594 67343 106478
3990 67332 106424
4045 67321 106514
4166 67310 106532
4287 67299 106550
4320 67288 106496
4441 67277 106586
4562 67266 106604
4683 67255 106622
5013 67244 106568
5134 67233 106658
5255 67222 106676
5376 67211 106694
5497 67200 106712
5530 67189 106640
5651 67178 106748
5772 67167 106766
5893 67156 106784
6069 67145 106802
6102 67134 106730
6223 67123 106838
6344 67112 106856
6465 67101 106874
6586 67090 106892
86 68051 0
509 68042 106928
905 68033 0
1054 68023 106939
1175 68013 106968
1296 68003 106986
1450 67993 106956
1571 67983 107022
1692 67973 107040
2022 67963 107004
2143 67953 107076
2264 67943 107094
2385 67933 107112
2660 67923 107058
2781 67913 107148
3078 67903 107166
3111 67893 107130
3199 67882 107184
3232 67871 107202
3353 67860 107238
3474 67849 107256
3595 67838 107274
3870 67827 107220
3991 67816 107310
4046 67805 107328
4167 67794 107346
4200 67783 107292
4288 67772 107364
4321 67761 107382
4442 67750 107418
4563 67739 107436
4684 67728 107454
5014 67717 107400
5135 67706 107490
5256 67695 107508
5377 67684 107526
5410 67673 107472
5498 67662 107544
5531 67651 107562
5652 67640 107598
5773 67629 107616
5894 67618 107634
6103 67607 107580
6224 67596 107670
6345 67585 107688
6466 67574 107706
6587 67563 107724
6620 67552 107652
87 68590 0
906 68581 0
1055 68571 107778
1176 68561 107801
1297 68551 107819
1330 68541 107789
1451 68531 107855
1572 68521 107873
1693 68511 107891
2023 68501 107837
2144 68491 107927
2265 68481 107945
2386 68471 107963
2540 68461 107909
2661 68451 107999
2782 68441 108017
3079 68431 108035
3112 68421 107981
3233 68410 108071
3354 68399 108089
3475 68388 108107
3596 68377 108125
3750 68366 108053
3871 68355 108161
3992 68344 108179
4047 68333 108197
4168 68322 108215
4201 68311 108143
4289 68300 108233
4322 68289 108251
4443 68278 108287
4564 68267 108305
4685 68256 108323
4960 68245 108269
5015 68234 108359
5136 68223 108377
5257 68212 108395
5378 68201 108413
5411 68190 108341
5499 68179 108431
5532 68168 108449
5653 68157 108485
5774 68146 108503
5895 68135 108521
6104 68124 108467
6225 68113 108557
6346 68102 108575
6467 68091 108593
6500 68080 108539
6588 68069 108611
6621 68058 108629
